                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    695,                0.62275,                0.60976,                0.87745,                0.95092,                0.83953,                0.92554,                0.78077,                0.71188,                0.54263,                0.83977,              0.0065647,              0.0065647,              0.0065647
                    696,                0.63095,                0.60129,                0.87332,                0.95093,                0.83969,                0.92566,                0.78083,                 0.7109,                0.54241,                0.83968,              0.0065598,              0.0065598,              0.0065598
                    697,                0.63457,                0.61397,                0.88154,                 0.9508,                0.83958,                0.92568,                0.78132,                0.70912,                0.54281,                0.83945,              0.0065548,              0.0065548,              0.0065548
                    698,                 0.6221,                0.59148,                0.87795,                0.95093,                0.83976,                0.92569,                0.78192,                0.70791,                0.54227,                0.83932,              0.0065498,              0.0065498,              0.0065498
                    699,                0.62235,                0.61122,                0.87159,                0.95083,                   0.84,                0.92574,                0.78229,                0.70624,                0.54246,                0.83912,              0.0065449,              0.0065449,              0.0065449
                    700,                0.63618,                0.62002,                0.88001,                0.95094,                0.83996,                 0.9258,                 0.7827,                 0.7049,                0.54144,                0.83894,                0.00654,                0.00654,                0.00654
                    701,                0.63971,                0.61419,                  0.877,                0.95094,                0.83958,                0.92579,                 0.7827,                0.70379,                0.54162,                0.83877,               0.006535,               0.006535,               0.006535
                    702,                0.61796,                0.60576,                0.87751,                0.95096,                0.84023,                0.92589,                0.78325,                0.70238,                0.54107,                0.83861,                0.00653,                0.00653,                0.00653
                    703,                0.62968,                0.61133,                  0.876,                0.95091,                0.83939,                0.92601,                0.78323,                0.70195,                0.54092,                0.83851,              0.0065251,              0.0065251,              0.0065251
                    704,                0.61745,                0.58679,                0.87322,                0.95112,                0.83914,                0.92606,                0.78322,                0.70159,                0.54075,                0.83847,              0.0065202,              0.0065202,              0.0065202
                    705,                0.62628,                0.62076,                0.87975,                0.95115,                 0.8396,                0.92606,                 0.7829,                0.70175,                0.54062,                 0.8385,              0.0065152,              0.0065152,              0.0065152
                    706,                0.62017,                0.60151,                0.87877,                0.95135,                0.83958,                0.92614,                0.78361,                0.69999,                 0.5401,                0.83834,              0.0065102,              0.0065102,              0.0065102
                    707,                0.63644,                0.61512,                0.88081,                0.95112,                0.83958,                 0.9261,                0.78365,                0.69982,                0.54004,                0.83834,              0.0065053,              0.0065053,              0.0065053
                    708,                0.63278,                0.61705,                 0.8745,                 0.9518,                0.83918,                0.92606,                0.78389,                0.69971,                0.53957,                0.83832,              0.0065004,              0.0065004,              0.0065004
                    709,                0.62104,                0.60109,                  0.878,                0.95153,                 0.8385,                0.92609,                0.78411,                0.69807,                0.53913,                0.83813,              0.0064954,              0.0064954,              0.0064954
                    710,                0.61951,                0.60645,                0.87629,                0.95017,                0.83979,                 0.9261,                0.78402,                0.69742,                0.53878,                0.83807,              0.0064905,              0.0064905,              0.0064905
                    711,                0.62926,                0.62252,                0.88188,                0.95157,                0.83913,                0.92612,                0.78498,                0.69614,                0.53881,                0.83792,              0.0064855,              0.0064855,              0.0064855
                    712,                0.62473,                0.59143,                0.87341,                0.95113,                0.83925,                0.92617,                0.78496,                0.69675,                0.53903,                0.83794,              0.0064806,              0.0064806,              0.0064806
                    713,                 0.6363,                0.61178,                0.88089,                0.95113,                0.83932,                0.92613,                0.78466,                0.69606,                0.53845,                0.83783,              0.0064756,              0.0064756,              0.0064756
                    714,                0.63312,                0.61916,                0.88118,                0.95246,                0.83917,                0.92618,                0.78493,                0.69482,                0.53765,                0.83773,              0.0064707,              0.0064707,              0.0064707
                    715,                0.62479,                0.61025,                0.87869,                0.95246,                0.83917,                 0.9262,                0.78477,                0.69467,                0.53884,                0.83767,              0.0064657,              0.0064657,              0.0064657
                    716,                0.62963,                0.61883,                0.87377,                 0.9521,                0.83937,                0.92617,                0.78518,                0.69361,                0.53862,                0.83756,              0.0064608,              0.0064608,              0.0064608
                    717,                0.64228,                0.64829,                0.88175,                0.95227,                0.83958,                0.92623,                 0.7857,                0.69254,                0.53862,                0.83744,              0.0064558,              0.0064558,              0.0064558
                    718,                0.63221,                0.62701,                0.88595,                0.95397,                0.83767,                0.92622,                0.78634,                0.69145,                0.53798,                 0.8373,              0.0064508,              0.0064508,              0.0064508
                    719,                0.61789,                0.59624,                0.87537,                0.95483,                0.83681,                0.92626,                0.78654,                0.69138,                 0.5368,                0.83729,              0.0064459,              0.0064459,              0.0064459
                    720,                0.61767,                 0.5901,                0.87562,                0.95506,                0.83681,                 0.9264,                0.78656,                0.69103,                0.53653,                0.83724,               0.006441,               0.006441,               0.006441
                    721,                0.62808,                0.62148,                0.88589,                0.95507,                0.83667,                0.92637,                0.78711,                0.68995,                 0.5363,                0.83712,               0.006436,               0.006436,               0.006436
                    722,                0.62005,                0.58865,                0.87511,                0.95266,                0.83842,                0.92635,                0.78758,                0.68931,                0.53599,                0.83705,               0.006431,               0.006431,               0.006431
                    723,                0.62647,                0.61776,                 0.8744,                0.95254,                0.83875,                 0.9264,                 0.7875,                0.69025,                0.53484,                0.83708,              0.0064261,              0.0064261,              0.0064261
                    724,                0.61194,                0.59128,                0.87294,                0.95541,                0.83688,                0.92643,                0.78728,                0.68958,                0.53472,                0.83701,              0.0064212,              0.0064212,              0.0064212
                    725,                0.62225,                0.58583,                0.87457,                0.95356,                 0.8385,                0.92651,                 0.7877,                0.68882,                0.53322,                0.83693,              0.0064162,              0.0064162,              0.0064162
                    726,                0.62311,                0.60826,                0.88095,                0.95288,                0.83833,                0.92653,                0.78804,                0.68733,                0.53297,                0.83678,              0.0064112,              0.0064112,              0.0064112
                    727,                0.62118,                0.58938,                0.87656,                 0.9528,                0.83875,                0.92655,                0.78803,                 0.6869,                0.53377,                0.83668,              0.0064063,              0.0064063,              0.0064063
                    728,                0.62996,                 0.6202,                0.87752,                0.95289,                0.83866,                 0.9266,                0.78819,                0.68656,                0.53421,                0.83661,              0.0064014,              0.0064014,              0.0064014
                    729,                0.62712,                 0.6036,                0.87653,                0.95445,                0.83729,                 0.9266,                 0.7882,                0.68653,                0.53377,                0.83664,              0.0063964,              0.0063964,              0.0063964
                    730,                0.61289,                0.58733,                0.87589,                0.95463,                0.83725,                0.92663,                0.78836,                0.68503,                0.53334,                0.83645,              0.0063914,              0.0063914,              0.0063914
                    731,                0.61922,                0.59315,                0.87599,                0.95298,                0.83854,                0.92665,                0.78868,                 0.6838,                0.53367,                0.83635,              0.0063865,              0.0063865,              0.0063865
                    732,                0.62485,                0.61725,                0.87736,                0.95375,                0.83854,                0.92671,                0.78921,                0.68219,                0.53291,                0.83615,              0.0063816,              0.0063816,              0.0063816
                    733,                0.63311,                 0.6242,                0.87739,                0.95334,                0.83863,                0.92673,                0.79052,                0.68035,                0.53198,                0.83593,              0.0063766,              0.0063766,              0.0063766
                    734,                0.61793,                0.59715,                0.87358,                0.95322,                0.83875,                0.92681,                0.79107,                0.67787,                0.53138,                0.83573,              0.0063716,              0.0063716,              0.0063716
                    735,                0.63494,                0.63033,                 0.8798,                0.95358,                0.83887,                 0.9269,                0.79192,                 0.6757,                0.53053,                0.83553,              0.0063667,              0.0063667,              0.0063667
                    736,                0.62253,                0.61874,                0.87181,                0.95338,                0.83932,                0.92685,                0.79223,                0.67491,                0.53054,                 0.8355,              0.0063618,              0.0063618,              0.0063618
                    737,                0.64492,                0.63639,                0.88197,                 0.9588,                0.83388,                0.92683,                0.79259,                0.67336,                0.53129,                0.83535,              0.0063568,              0.0063568,              0.0063568
                    738,                0.62474,                0.60676,                0.87249,                0.95881,                 0.8341,                0.92689,                0.79319,                0.67119,                0.53093,                0.83513,              0.0063519,              0.0063519,              0.0063519
                    739,                0.63668,                0.62357,                0.88062,                0.95881,                0.83415,                0.92688,                0.79417,                0.66994,                0.53012,                0.83498,              0.0063469,              0.0063469,              0.0063469
                    740,                0.65258,                0.64565,                0.88353,                0.95904,                0.83396,                0.92691,                0.79421,                0.66858,                0.52983,                0.83485,               0.006342,               0.006342,               0.006342
                    741,                  0.614,                0.60065,                0.87649,                0.95854,                0.83458,                0.92697,                0.79456,                0.66787,                0.53062,                0.83471,               0.006337,               0.006337,               0.006337
                    742,                 0.6222,                0.62512,                0.87135,                  0.959,                0.83458,                0.92698,                0.79486,                0.66736,                0.53088,                0.83466,               0.006332,               0.006332,               0.006332
                    743,                0.62235,                0.60471,                0.87166,                0.95892,                0.83437,                0.92705,                0.79563,                0.66517,                0.53131,                0.83443,              0.0063271,              0.0063271,              0.0063271
                    744,                0.62121,                0.59229,                0.87333,                0.96026,                0.83396,                0.92709,                0.79565,                0.66438,                0.53085,                0.83438,              0.0063222,              0.0063222,              0.0063222
                    745,                0.61904,                0.58954,                0.87698,                0.95838,                0.83464,                0.92703,                0.79547,                0.66383,                 0.5311,                0.83429,              0.0063172,              0.0063172,              0.0063172
                    746,                0.61705,                0.59294,                0.87324,                0.95877,                0.83458,                0.92702,                0.79559,                0.66347,                0.53121,                0.83423,              0.0063122,              0.0063122,              0.0063122
                    747,                0.62716,                0.60405,                0.87468,                0.95906,                0.83464,                0.92704,                0.79532,                0.66281,                0.53133,                0.83418,              0.0063073,              0.0063073,              0.0063073
                    748,                0.61562,                0.60247,                0.87569,                  0.959,                0.83479,                0.92708,                 0.7956,                0.66165,                0.53106,                0.83409,              0.0063024,              0.0063024,              0.0063024
                    749,                0.61948,                0.61481,                0.87878,                0.95923,                0.83458,                0.92714,                0.79582,                0.66173,                 0.5302,                0.83407,              0.0062974,              0.0062974,              0.0062974
                    750,                0.61965,                0.57286,                0.87155,                0.95952,                0.83461,                0.92716,                0.79587,                0.66046,                0.53003,                0.83397,              0.0062924,              0.0062924,              0.0062924
                    751,                 0.6209,                 0.5974,                0.87713,                0.95976,                 0.8347,                0.92722,                0.79655,                0.65911,                0.52978,                0.83383,              0.0062875,              0.0062875,              0.0062875
                    752,                0.62067,                0.59359,                0.87682,                0.96022,                0.83458,                0.92716,                0.79682,                 0.6579,                0.52916,                0.83371,              0.0062826,              0.0062826,              0.0062826
                    753,                0.62613,                0.61131,                 0.8759,                0.95952,                0.83521,                0.92725,                0.79698,                0.65672,                0.52933,                0.83359,              0.0062776,              0.0062776,              0.0062776
                    754,                0.62351,                0.60321,                 0.8815,                0.95912,                0.83521,                0.92721,                0.79675,                0.65632,                0.52898,                0.83355,              0.0062726,              0.0062726,              0.0062726
                    755,                0.61903,                0.60056,                 0.8817,                0.95972,                0.83521,                0.92735,                0.79764,                0.65376,                0.52889,                0.83329,              0.0062677,              0.0062677,              0.0062677
                    756,                0.62317,                 0.5989,                0.87467,                0.96034,                0.83479,                0.92738,                 0.7976,                0.65365,                0.52865,                0.83327,              0.0062628,              0.0062628,              0.0062628
                    757,                0.61948,                0.58389,                 0.8741,                0.96061,                  0.835,                0.92735,                0.79762,                0.65251,                0.52887,                0.83312,              0.0062578,              0.0062578,              0.0062578
                    758,                0.61788,                0.60108,                0.87362,                0.96103,                0.83479,                0.92742,                0.79792,                0.65121,                0.52824,                0.83301,              0.0062528,              0.0062528,              0.0062528
                    759,                0.62749,                0.61787,                0.87421,                0.96056,                  0.835,                0.92749,                 0.7983,                0.65121,                0.52909,                0.83296,              0.0062479,              0.0062479,              0.0062479
                    760,                0.62691,                0.59673,                0.87649,                0.96138,                  0.835,                0.92752,                0.79851,                0.65011,                0.52879,                0.83289,               0.006243,               0.006243,               0.006243
                    761,                0.61166,                 0.5789,                0.87341,                0.96127,                  0.835,                0.92755,                0.79872,                0.64942,                0.52872,                0.83277,               0.006238,               0.006238,               0.006238
                    762,                 0.6209,                0.59626,                0.88017,                 0.9618,                  0.835,                0.92756,                0.79906,                0.64794,                0.52857,                0.83262,              0.0062331,              0.0062331,              0.0062331
                    763,                0.61457,                0.57997,                0.86971,                0.96162,                  0.835,                0.92763,                0.79932,                0.64716,                 0.5282,                0.83256,              0.0062281,              0.0062281,              0.0062281
                    764,                0.62517,                0.60996,                0.87643,                0.96231,                  0.835,                0.92766,                0.79965,                0.64568,                0.52812,                0.83239,              0.0062232,              0.0062232,              0.0062232
                    765,                0.61201,                0.58531,                0.87522,                0.96233,                0.83521,                0.92772,                0.80019,                0.64475,                0.52693,                0.83231,              0.0062182,              0.0062182,              0.0062182
                    766,                0.62209,                0.59217,                0.87767,                0.96246,                0.83521,                0.92769,                0.80057,                0.64417,                0.52647,                0.83221,              0.0062132,              0.0062132,              0.0062132
                    767,                0.62799,                0.60269,                0.88124,                0.96209,                0.83521,                0.92767,                0.80091,                0.64282,                0.52669,                0.83204,              0.0062083,              0.0062083,              0.0062083
                    768,                0.61327,                0.59167,                0.87322,                0.96207,                0.83542,                0.92772,                0.80078,                0.64252,                0.52691,                0.83196,              0.0062034,              0.0062034,              0.0062034
                    769,                0.61798,                0.59878,                0.87256,                0.96275,                0.83451,                0.92776,                0.80123,                0.64181,                0.52782,                0.83185,              0.0061984,              0.0061984,              0.0061984
                    770,                0.62878,                0.59821,                0.87453,                0.96306,                0.83458,                0.92778,                0.80124,                0.64156,                0.52779,                0.83182,              0.0061934,              0.0061934,              0.0061934
                    771,                0.62471,                0.59745,                0.88405,                0.96302,                0.83437,                0.92776,                0.80154,                0.64107,                0.52819,                0.83178,              0.0061885,              0.0061885,              0.0061885
                    772,                0.61891,                0.61373,                0.87836,                0.96322,                0.83472,                0.92776,                0.80137,                0.64135,                0.52803,                0.83179,              0.0061836,              0.0061836,              0.0061836
                    773,                0.62789,                0.61147,                0.88212,                0.96345,                0.83472,                0.92774,                0.80181,                   0.64,                0.52813,                0.83166,              0.0061786,              0.0061786,              0.0061786
                    774,                 0.6244,                0.61442,                0.87868,                 0.9633,                  0.835,                0.92779,                0.80156,                0.64016,                0.52803,                0.83166,              0.0061736,              0.0061736,              0.0061736
                    775,                0.61063,                0.57933,                0.87311,                0.96345,                0.83472,                0.92779,                0.80211,                0.63972,                0.52763,                0.83157,              0.0061687,              0.0061687,              0.0061687
                    776,                0.61873,                0.59945,                 0.8758,                0.96346,                0.83493,                0.92774,                0.80222,                0.63875,                0.52766,                0.83144,              0.0061637,              0.0061637,              0.0061637
                    777,                0.61351,                0.59019,                0.87245,                0.96323,                0.83488,                0.92775,                0.80207,                0.63871,                0.52779,                 0.8314,              0.0061588,              0.0061588,              0.0061588
                    778,                0.62399,                0.59949,                  0.877,                0.96299,                0.83458,                0.92782,                0.80223,                0.63811,                0.52746,                0.83132,              0.0061538,              0.0061538,              0.0061538
                    779,                 0.6135,                0.58754,                0.88258,                0.96302,                0.83541,                0.92773,                0.80258,                0.63818,                0.52736,                0.83129,              0.0061489,              0.0061489,              0.0061489
                    780,                0.61553,                0.58593,                 0.8762,                0.96349,                0.83521,                0.92781,                0.80279,                0.63732,                  0.527,                0.83117,               0.006144,               0.006144,               0.006144
                    781,                0.61708,                0.60318,                 0.8777,                0.96302,                0.83542,                0.92783,                0.80282,                0.63512,                0.52691,                0.83101,               0.006139,               0.006139,               0.006139
                    782,                0.62471,                0.59817,                0.87398,                0.96371,                0.83534,                0.92787,                0.80327,                0.63469,                0.52663,                0.83095,              0.0061341,              0.0061341,              0.0061341
                    783,                0.62716,                0.62239,                0.87558,                0.96331,                  0.835,                0.92793,                0.80341,                0.63328,                0.52657,                0.83076,              0.0061291,              0.0061291,              0.0061291
                    784,                0.62054,                0.60174,                0.87613,                0.96388,                0.83396,                0.92796,                0.80447,                0.63201,                0.52629,                 0.8306,              0.0061242,              0.0061242,              0.0061242
                    785,                0.62911,                0.61953,                0.87354,                0.96343,                0.83521,                0.92796,                0.80467,                0.63037,                0.52534,                0.83044,              0.0061192,              0.0061192,              0.0061192
                    786,                0.62494,                0.61171,                0.87874,                0.96368,                0.83458,                0.92798,                 0.8046,                0.63007,                0.52507,                0.83043,              0.0061142,              0.0061142,              0.0061142
                    787,                0.61748,                0.59511,                0.87274,                0.96368,                0.83467,                0.92794,                0.80484,                0.62954,                 0.5254,                0.83037,              0.0061093,              0.0061093,              0.0061093
                    788,                0.60687,                0.57582,                0.87088,                0.96406,                0.83396,                0.92801,                0.80489,                0.62851,                0.52531,                 0.8303,              0.0061044,              0.0061044,              0.0061044
                    789,                0.62275,                0.59546,                0.88484,                0.96412,                0.83404,                0.92803,                0.80484,                0.62828,                0.52449,                0.83023,              0.0060994,              0.0060994,              0.0060994
                    790,                0.61095,                0.58666,                0.87388,                0.96392,                0.83494,                0.92812,                0.80525,                0.62728,                0.52367,                0.83011,              0.0060944,              0.0060944,              0.0060944
                    791,                 0.6134,                0.58583,                0.86973,                0.96526,                0.83375,                 0.9282,                 0.8055,                0.62638,                0.52362,                0.82999,              0.0060895,              0.0060895,              0.0060895
                    792,                0.63052,                 0.6004,                0.87146,                0.96242,                0.83562,                0.92826,                0.80574,                0.62481,                0.52319,                0.82984,              0.0060846,              0.0060846,              0.0060846
                    793,                 0.6251,                0.62205,                0.87302,                0.96616,                0.83375,                0.92838,                0.80633,                0.62332,                0.52331,                0.82964,              0.0060796,              0.0060796,              0.0060796
                    794,                0.61906,                0.60048,                0.87777,                0.96619,                0.83341,                 0.9284,                0.80637,                0.62203,                0.52264,                0.82949,              0.0060746,              0.0060746,              0.0060746
                    795,                0.62003,                0.60554,                0.87282,                0.96619,                0.83362,                0.92842,                0.80695,                0.62023,                0.52253,                0.82928,              0.0060697,              0.0060697,              0.0060697
                    796,                 0.6273,                0.61972,                0.87648,                0.96667,                0.83392,                0.92848,                0.80697,                0.61929,                0.52201,                0.82918,              0.0060647,              0.0060647,              0.0060647
                    797,                0.62199,                0.60023,                 0.8743,                0.96636,                0.83396,                0.92854,                0.80715,                 0.6185,                0.52235,                0.82904,              0.0060598,              0.0060598,              0.0060598
                    798,                0.60963,                0.58834,                0.87303,                0.96667,                 0.8339,                0.92857,                0.80742,                0.61829,                0.52233,                0.82899,              0.0060548,              0.0060548,              0.0060548
                    799,                0.61915,                0.59946,                0.87664,                0.96622,                0.83437,                0.92864,                0.80763,                0.61703,                0.52249,                0.82891,              0.0060499,              0.0060499,              0.0060499
                    800,                0.61887,                0.59873,                0.87415,                0.96622,                0.83437,                0.92873,                0.80801,                0.61644,                0.52222,                0.82884,               0.006045,               0.006045,               0.006045
                    801,                0.61739,                0.59756,                0.87475,                0.96698,                0.83417,                0.92867,                0.80817,                0.61622,                0.52224,                0.82874,                0.00604,                0.00604,                0.00604
                    802,                0.62582,                0.61554,                0.87992,                 0.9662,                0.83417,                0.92866,                0.80795,                0.61583,                 0.5218,                0.82865,              0.0060351,              0.0060351,              0.0060351
                    803,                0.61266,                0.58472,                0.87363,                0.96668,                0.83417,                0.92871,                0.80825,                0.61562,                0.52134,                0.82854,              0.0060301,              0.0060301,              0.0060301
                    804,                0.61875,                0.60725,                0.87795,                0.96716,                0.83438,                0.92874,                0.80835,                0.61524,                0.52106,                0.82848,              0.0060251,              0.0060251,              0.0060251
                    805,                0.62481,                0.60943,                0.87324,                0.96761,                 0.8339,                0.92882,                0.80894,                0.61455,                0.52107,                0.82837,              0.0060202,              0.0060202,              0.0060202
                    806,                0.61807,                0.58567,                0.87892,                0.96743,                0.83375,                0.92872,                0.80899,                0.61387,                0.52077,                0.82829,              0.0060152,              0.0060152,              0.0060152
                    807,                 0.6242,                0.61124,                0.87292,                0.96734,                0.83396,                0.92869,                0.80942,                 0.6118,                0.52046,                0.82802,              0.0060103,              0.0060103,              0.0060103
                    808,                0.62006,                0.59169,                0.87802,                0.96783,                0.83362,                0.92876,                0.80959,                  0.611,                0.52068,                0.82795,              0.0060054,              0.0060054,              0.0060054
                    809,                0.62645,                0.61949,                 0.8768,                0.96806,                0.83355,                0.92876,                0.80938,                0.61129,                0.52052,                0.82797,              0.0060004,              0.0060004,              0.0060004
                    810,                0.62265,                0.59783,                0.87646,                0.96805,                0.83375,                0.92872,                0.80942,                0.61058,                0.52014,                 0.8279,              0.0059954,              0.0059954,              0.0059954
                    811,                0.62366,                0.60716,                 0.8756,                0.96783,                0.83375,                0.92883,                0.80935,                0.61118,                 0.5204,                0.82793,              0.0059905,              0.0059905,              0.0059905
                    812,                0.61668,                0.61099,                0.87671,                0.96805,                0.83334,                0.92881,                0.80943,                0.60999,                0.51989,                0.82779,              0.0059856,              0.0059856,              0.0059856
                    813,                0.61286,                0.59097,                0.86919,                0.96851,                0.83292,                0.92877,                0.80975,                0.60896,                0.51928,                0.82769,              0.0059806,              0.0059806,              0.0059806
                    814,                0.62176,                0.64181,                0.87446,                0.96889,                0.83271,                0.92883,                0.81006,                0.60812,                 0.5187,                0.82763,              0.0059756,              0.0059756,              0.0059756
                    815,                0.60945,                 0.5797,                 0.8776,                0.96873,                0.83262,                0.92903,                0.81022,                0.60638,                0.51954,                0.82742,              0.0059707,              0.0059707,              0.0059707
                    816,                0.60504,                0.59107,                0.87379,                0.96857,                0.83271,                0.92901,                0.81048,                 0.6049,                0.51932,                0.82728,              0.0059658,              0.0059658,              0.0059658
                    817,                0.62628,                0.60547,                0.87555,                0.96908,                 0.8325,                0.92884,                0.81053,                0.60442,                0.51968,                0.82718,              0.0059608,              0.0059608,              0.0059608
                    818,                 0.6101,                0.57896,                0.87304,                0.96897,                0.83263,                 0.9289,                0.81111,                0.60241,                 0.5192,                  0.827,              0.0059559,              0.0059559,              0.0059559
                    819,                0.62287,                0.60672,                0.87677,                0.96896,                0.83254,                0.92897,                0.81111,                0.60094,                0.51963,                0.82684,              0.0059509,              0.0059509,              0.0059509
                    820,                0.62496,                0.61272,                0.87796,                 0.9692,                0.83245,                0.92903,                0.81129,                0.59974,                 0.5196,                0.82672,               0.005946,               0.005946,               0.005946
                    821,                0.60829,                0.58568,                0.87039,                 0.9692,                0.83253,                  0.929,                0.81143,                0.59946,                 0.5199,                0.82668,               0.005941,               0.005941,               0.005941
                    822,                0.61549,                0.60556,                0.87326,                0.96955,                0.83229,                0.92904,                0.81163,                0.59866,                0.51989,                0.82662,              0.0059361,              0.0059361,              0.0059361
                    823,                0.63637,                0.61946,                0.88298,                0.96966,                0.83215,                0.92898,                  0.812,                0.59699,                 0.5202,                0.82652,              0.0059311,              0.0059311,              0.0059311
                    824,                 0.6149,                0.60234,                0.87572,                0.96943,                0.83236,                0.92902,                0.81226,                  0.596,                0.51978,                0.82637,              0.0059261,              0.0059261,              0.0059261
                    825,                0.62632,                0.60921,                0.88035,                0.96968,                0.83298,                0.92902,                0.81234,                0.59475,                0.51958,                0.82622,              0.0059212,              0.0059212,              0.0059212
                    826,                0.61327,                0.59464,                0.87649,                0.96962,                0.83313,                0.92909,                0.81284,                  0.594,                0.51884,                 0.8261,              0.0059163,              0.0059163,              0.0059163
                    827,                0.62718,                0.61292,                0.87926,                0.97016,                0.83318,                0.92901,                0.81328,                0.59234,                0.51857,                0.82594,              0.0059113,              0.0059113,              0.0059113
                    828,                0.61992,                0.60473,                0.87848,                0.96993,                0.83333,                0.92904,                0.81347,                0.59142,                0.51837,                0.82585,              0.0059064,              0.0059064,              0.0059064
